x,y,z,sx,sy,sz
63.0,165.0,0.0,0.424635951578,-0.543739232136,-0.723900515308
63.0,166.0,0.0,0.414418285789,-0.569559325587,-0.709830725625
63.0,167.0,0.0,0.404541264792,-0.59709201744,-0.692695811875
63.0,168.0,0.0,0.394724422829,-0.62612103782,-0.672432209238
63.0,169.0,0.0,0.384703500031,-0.656372163328,-0.648982896749
63.0,170.0,0.0,0.374238677661,-0.68751920171,-0.622304394507
63.0,171.0,0.0,0.363121541033,-0.719191577123,-0.592373380422
63.0,172.0,0.0,0.351180584527,-0.750983214378,-0.559192640129
63.0,173.0,0.0,0.338285144584,-0.78246237646,-0.522796126973
63.0,174.0,0.0,0.324347722573,-0.813182092224,-0.483252976968
63.0,175.0,0.0,0.309324732937,-0.842690820351,-0.440670388033
63.0,176.0,0.0,0.293215776512,-0.870543027118,-0.39519532682
63.0,177.0,0.0,0.276061589355,-0.896309401466,-0.347015065561
63.0,178.0,0.0,0.257940851067,-0.91958648202,-0.296356574816
63.0,179.0,0.0,0.238966053727,-0.940005517774,-0.243484807987
63.0,180.0,0.0,0.219278635459,-0.95724042016,-0.188699915324
63.0,181.0,0.0,0.199043575763,-0.971014685493,-0.132333425502
63.0,182.0,0.0,0.178443637734,-0.981107173814,-0.07474343879
63.0,183.0,0.0,0.157673429588,-0.987356627374,-0.016308892761
64.0,138.0,0.0,0.990859444129,-0.133866218995,-0.016655251214
64.0,139.0,0.0,0.984969997775,-0.151447415398,-0.083052897918
64.0,140.0,0.0,0.974345676057,-0.168914938398,-0.14872204657
64.0,141.0,0.0,0.959157705719,-0.18602402913,-0.213099873641
64.0,142.0,0.0,0.939676693492,-0.202540496038,-0.275653875671
64.0,143.0,0.0,0.916264603345,-0.218250768435,-0.335895487815
64.0,144.0,0.0,0.889363543185,-0.232971507288,-0.393391363461
64.0,145.0,0.0,0.859481983069,-0.24655832069,-0.447771945613
64.0,146.0,0.0,0.827179077042,-0.258913181615,-0.498737144085
64.0,147.0,0.0,0.793047765348,-0.269990209395,-0.546059089026
64.0,148.0,0.0,0.75769730944,-0.279799549873,-0.589582054643
64.0,149.0,0.0,0.72173587282,-0.288409169817,-0.629219739559
64.0,150.0,0.0,0.685753714746,-0.295944467373,-0.664950159744
64.0,151.0,0.0,0.650307513831,-0.30258568979,-0.696808465641
64.0,152.0,0.0,0.615906282174,-0.308563239268,-0.724878044192
64.0,153.0,0.0,0.58299926416,-0.314151032648,-0.749280312483
64.0,154.0,0.0,0.551966134428,-0.319658155509,-0.77016365148
64.0,155.0,0.0,0.523109716858,-0.325419110844,-0.787691961636
64.0,156.0,0.0,0.496651345031,-0.331783003645,-0.802033340935
64.0,157.0,0.0,0.472728881321,-0.339102024818,-0.813349384661
64.0,158.0,0.0,0.451397315176,-0.347719603157,-0.821785581178
64.0,159.0,0.0,0.432631778515,-0.357958587384,-0.827463228148
64.0,160.0,0.0,0.416332752217,-0.370109807166,-0.830473220562
64.0,161.0,0.0,0.402333193071,-0.384421347541,-0.830871969263
64.0,162.0,0.0,0.390407282697,-0.401088858061,-0.828679601267
64.0,163.0,0.0,0.380280483207,-0.420247205736,-0.823880476867
64.0,164.0,0.0,0.371640573108,-0.441963765692,-0.816425939223
64.0,165.0,0.0,0.36414932606,-0.466233619073,-0.806239096532
64.0,166.0,0.0,0.357454482927,-0.492976887248,-0.793221331833
64.0,167.0,0.0,0.351201655233,-0.522038369324,-0.777260148416
64.0,168.0,0.0,0.345045790474,-0.553189564518,-0.758237896827
64.0,169.0,0.0,0.338661833026,-0.586133055279,-0.736040898565
64.0,170.0,0.0,0.331754235039,-0.620509109641,-0.71056848536
64.0,171.0,0.0,0.324065014177,-0.655904244727,-0.681741511377
64.0,172.0,0.0,0.315380119881,-0.691861392226,-0.649509964459
64.0,173.0,0.0,0.305533953645,-0.727891234204,-0.613859392971
64.0,174.0,0.0,0.294411983799,-0.763484243261,-0.574815965408
64.0,175.0,0.0,0.281951491729,-0.798122967444,-0.532450077613
64.0,176.0,0.0,0.268140573654,-0.831294143818,-0.486878505599
64.0,177.0,0.0,0.253015591381,-0.862500294675,-0.438265161979
64.0,178.0,0.0,0.236657311384,-0.891270543239,-0.386820547183
64.0,179.0,0.0,0.219185992882,-0.917170466222,-0.332799994612
64.0,180.0,0.0,0.200755685073,-0.939810865896,-0.276500797928
64.0,181.0,0.0,0.181547977145,-0.958855386109,-0.218258288558
64.0,182.0,0.0,0.161765419444,-0.974026912418,-0.158440913146
64.0,183.0,0.0,0.14162480735,-0.985112689896,-0.097444354113
64.0,184.0,0.0,0.121350496671,-0.99196807189,-0.035684748971
65.0,137.0,0.0,0.994152128582,-0.104189957109,-0.028390105206
65.0,138.0,0.0,0.987786240317,-0.120849605901,-0.098355051696
65.0,139.0,0.0,0.976198958221,-0.137441302612,-0.167766153631
65.0,140.0,0.0,0.959523887753,-0.153687787777,-0.235995704877
65.0,141.0,0.0,0.938009213259,-0.169314992352,-0.302441976594
65.0,142.0,0.0,0.912011373074,-0.184063458918,-0.366545902275
65.0,143.0,0.0,0.881984835051,-0.197699746539,-0.427805517681
65.0,144.0,0.0,0.848468572525,-0.210027283045,-0.485787630364
65.0,145.0,0.0,0.81206992164,-0.220896159992,-0.540136398393
65.0,146.0,0.0,0.773446528611,-0.230211416276,-0.590578674856
65.0,147.0,0.0,0.733287090506,-0.237939422476,-0.636926113556
65.0,148.0,0.0,0.6922915738,-0.244112057903,-0.679074134416
65.0,149.0,0.0,0.65115157222,-0.24882846561,-0.71699792517
65.0,150.0,0.0,0.610531440685,-0.252254275998,-0.750745722716
65.0,151.0,0.0,0.571050809537,-0.254618303477,-0.780429684509
65.0,152.0,0.0,0.53326903281,-0.256206836002,-0.806214733078
65.0,153.0,0.0,0.497672047516,-0.257355744816,-0.828305833452
65.0,154.0,0.0,0.464662014719,-0.258440731041,-0.8469342363
65.0,155.0,0.0,0.434549981871,-0.259866088604,-0.86234327808
65.0,156.0,0.0,0.407551660987,-0.262052394951,-0.874774362866
65.0,157.0,0.0,0.383786274343,-0.26542354335,-0.884453751341
65.0,158.0,0.0,0.363278294637,-0.270393510059,-0.891580748089
65.0,159.0,0.0,0.345961812061,-0.277353216843,-0.896317810658
65.0,160.0,0.0,0.331687202387,-0.286657816171,-0.898783008407
65.0,161.0,0.0,0.320229745943,-0.29861470293,-0.89904514292
65.0,162.0,0.0,0.311299849047,-0.313472548292,-0.897121711615
65.0,163.0,0.0,0.304554534438,-0.331411657682,-0.892979758284
65.0,164.0,0.0,0.299609882562,-0.352535968549,-0.886539513587
65.0,165.0,0.0,0.296054110725,-0.376867012755,-0.87768059009
65.0,166.0,0.0,0.293460967132,-0.404340158279,-0.866250366333
65.0,167.0,0.0,0.291403093085,-0.434803402614,-0.852074080357
65.0,168.0,0.0,0.289464976893,-0.468018907624,-0.834966064735
65.0,169.0,0.0,0.287255099199,-0.503667342783,-0.81474150244
65.0,170.0,0.0,0.284416864652,-0.541354950036,-0.791228074055
65.0,171.0,0.0,0.280637939821,-0.580623076678,-0.764276906338
65.0,172.0,0.0,0.275657677401,-0.620959765758,-0.733772317684
65.0,173.0,0.0,0.269272400166,-0.661812869963,-0.699639978603
65.0,174.0,0.0,0.261338435874,-0.70260408348,-0.661853249454
65.0,175.0,0.0,0.251772922077,-0.742743276611,-0.620437604243
65.0,176.0,0.0,0.240552521114,-0.781642568492,-0.575473178964
65.0,177.0,0.0,0.227710285555,-0.818729671683,-0.527095580097
65.0,178.0,0.0,0.213330982471,-0.853460168695,-0.475495144423
65.0,179.0,0.0,0.197545217094,-0.885328511123,-0.420914854331
65.0,180.0,0.0,0.180522694951,-0.913877645233,-0.363647090118
65.0,181.0,0.0,0.16246493406,-0.93870724736,-0.304029355416
65.0,182.0,0.0,0.143597695949,-0.959480590703,-0.242439059935
65.0,183.0,0.0,0.124163357176,-0.975930063304,-0.179287401324
65.0,184.0,0.0,0.104413401227,-0.987861324663,-0.115012368379
65.0,185.0,0.0,0.084601180149,-0.995156040723,-0.050070899028
66.0,136.0,0.0,0.996516636447,-0.075659324216,-0.035075061548
66.0,137.0,0.0,0.989892782631,-0.091429113716,-0.108411235857
66.0,138.0,0.0,0.977546526327,-0.107212386745,-0.181406430412
66.0,139.0,0.0,0.959557549189,-0.122702553874,-0.253364151109
66.0,140.0,0.0,0.936135038781,-0.137586687966,-0.323606385075
66.0,141.0,0.0,0.907613897788,-0.151557991839,-0.391493534623
66.0,142.0,0.0,0.874446334437,-0.164328806202,-0.456442385895
66.0,143.0,0.0,0.837189367024,-0.175643553399,-0.51794141164
66.0,144.0,0.0,0.796488890595,-0.185291014779,-0.575562930531
66.0,145.0,0.0,0.753061006801,-0.193115365793,-0.628971840014
66.0,146.0,0.0,0.707671335322,-0.199025439833,-0.677930789581
66.0,147.0,0.0,0.661113032251,-0.203001759766,-0.722301768044
66.0,148.0,0.0,0.614184253206,-0.205100967452,-0.762044156374
66.0,149.0,0.0,0.567665818263,-0.205457398087,-0.79720936795
66.0,150.0,0.0,0.522299850517,-0.204281685861,-0.827932279218
66.0,151.0,0.0,0.478770150605,-0.201856442303,-0.854419756086
66.0,152.0,0.0,0.437685016148,-0.198529204568,-0.876936703288
66.0,153.0,0.0,0.399563105836,-0.19470299015,-0.895790193115
66.0,154.0,0.0,0.364822783872,-0.190824899328,-0.911312347203
66.0,155.0,0.0,0.3337751765,-0.187373264313,-0.923842730866
66.0,156.0,0.0,0.30662095426,-0.184843850403,-0.933711058828
66.0,157.0,0.0,0.283450651294,-0.183735575169,-0.941220997799
66.0,158.0,0.0,0.26424817345,-0.184536141838,-0.946635788032
66.0,159.0,0.0,0.248897047585,-0.187707903237,-0.950166302689
66.0,160.0,0.0,0.237188930068,-0.193674204555,-0.951962033877
66.0,161.0,0.0,0.228833914571,-0.202806414417,-0.952105350165
66.0,162.0,0.0,0.223472239134,-0.215411853901,-0.950609221255
66.0,163.0,0.0,0.220687066214,-0.231722871223,-0.947418455466
66.0,164.0,0.0,0.220018072735,-0.251887374048,-0.942414345426
66.0,165.0,0.0,0.220975621491,-0.275961201149,-0.935422466144
66.0,166.0,0.0,0.223055280784,-0.303902764706,-0.926223218948
66.0,167.0,0.0,0.2257524173,-0.335570398602,-0.914564570528
66.0,168.0,0.0,0.228576520018,-0.370722787691,-0.900176310054
66.0,169.0,0.0,0.231064840391,-0.409022720966,-0.882785054964
66.0,170.0,0.0,0.232794879802,-0.450044215631,-0.862129194445
66.0,171.0,0.0,0.23339524071,-0.493282822376,-0.83797298212
66.0,172.0,0.0,0.232554397068,-0.538168679124,-0.810119080885
66.0,173.0,0.0,0.230027035132,-0.584081670296,-0.778419016682
66.0,174.0,0.0,0.225637758271,-0.63036790612,-0.742781195896
66.0,175.0,0.0,0.219282119123,-0.676356684498,-0.703176355951
66.0,176.0,0.0,0.21092511418,-0.721377141864,-0.659640519832
66.0,177.0,0.0,0.200597424713,-0.764773926449,-0.612275685148
66.0,178.0,0.0,0.188389794706,-0.805921409914,-0.561248577988
66.0,179.0,0.0,0.174445991308,-0.844236155972,-0.506787834371
66.0,180.0,0.0,0.158954796764,-0.879187551669,-0.449179943425
66.0,181.0,0.0,0.142141442329,-0.910306650039,-0.388764212947
66.0,182.0,0.0,0.124258829385,-0.93719335496,-0.32592692239
66.0,183.0,0.0,0.105578807865,-0.959522096936,-0.261094735338
66.0,184.0,0.0,0.086383712165,-0.977046111419,-0.194727374636
66.0,185.0,0.0,0.06695830089,-0.989600357936,-0.127309534264
66.0,186.0,0.0,0.047582213802,-0.99710303262,-0.059342019426
67.0,135.0,0.0,0.998147744152,-0.048486658159,-0.036744044751
